response_latency_ms,avg_pause_duration_ms,backspace_count,edit_intensity,cursor_corrections,first_keystroke_delay_ms,cognitive_bias_score,embodied_score,moral_reasoning_speed,response_entropy,humanity_score,agent_type
8617.2,839.0,16,0.2949,8,912.9,3.273,0.813,7997.9,4.259,1,human
278.6,70.8,0,0.0934,1,125.6,0.097,0.096,470.7,4.797,0,claude
697.2,67.2,0,0.0717,1,119.0,0.712,0.255,715.6,4.263,0,llama
519.7,73.0,0,0.1269,1,141.3,0.193,0.389,698.4,3.913,0,llama
321.9,93.3,1,0.0885,1,98.3,0.636,0.35,527.9,4.729,0,gpt4
460.1,84.8,2,0.3342,2,95.2,0.354,0.34,564.1,4.566,0,gpt4
353.8,126.1,1,0.0193,0,164.6,0.645,0.36,486.6,4.244,0,gpt4
244.6,53.8,1,0.1275,1,72.2,0.151,0.228,399.4,3.967,0,claude
7729.0,358.7,4,0.1852,7,1212.4,2.81,0.755,7132.2,3.094,1,human
4007.9,355.1,3,0.0473,9,1002.2,2.903,0.748,10331.2,4.685,1,human
3770.4,548.9,4,0.1981,3,900.2,2.127,0.617,6964.8,3.144,1,human
1921.2,215.8,7,0.1317,6,1434.4,3.612,0.748,7591.3,4.215,1,human
3913.7,249.4,7,0.1878,12,1422.4,2.786,0.783,6827.1,4.551,1,human
3579.3,2163.4,4,0.1943,6,2663.4,3.327,0.741,4645.9,2.835,1,human
1982.9,306.8,8,0.5939,13,3308.6,2.355,0.622,6813.5,4.6,1,human
7502.9,615.8,8,0.3053,5,1195.5,2.521,0.852,6256.6,4.115,1,human
2196.2,791.6,11,0.339,6,2898.5,3.244,0.922,3993.6,4.187,1,human
457.6,70.1,1,0.0253,2,181.9,0.189,0.067,382.2,4.693,0,gemini
281.7,74.3,0,0.1782,3,143.7,1.101,0.328,503.6,4.723,0,gpt4
2836.0,289.7,2,0.211,6,2142.5,2.889,0.799,6802.6,3.314,1,human
2050.6,411.4,10,0.4008,10,994.3,2.274,0.852,11400.9,3.38,1,human
166.9,93.1,0,0.0371,1,68.2,1.461,0.52,300.0,4.501,0,gemini
2347.6,104.1,1,0.4242,13,1311.2,3.326,0.662,2396.1,3.709,1,human
639.1,80.7,1,0.2514,3,65.1,0.866,0.16,480.5,4.348,0,gpt4
3722.5,808.5,2,0.4715,10,806.8,2.945,0.89,3916.2,4.771,1,human
1427.0,848.5,10,0.2849,7,287.6,3.2,0.552,8496.8,4.591,1,human
4417.7,1535.9,7,0.5665,9,1049.7,3.582,0.514,7101.6,3.988,1,human
3881.6,523.3,23,0.2231,10,476.8,2.073,0.764,6560.4,2.885,1,human
6646.0,760.3,2,0.4532,7,602.0,2.636,0.656,6873.3,4.817,1,human
4175.7,784.0,5,0.3227,8,418.9,2.703,0.807,5597.7,3.404,1,human
7099.5,989.8,5,0.1209,7,1200.3,2.097,0.83,7743.7,3.418,1,human
4541.4,2071.5,4,0.5546,6,2189.4,2.545,0.724,7109.1,4.085,1,human
3893.1,681.9,8,0.2928,10,940.7,3.079,0.817,5801.6,3.586,1,human
7599.0,377.6,7,0.1232,10,977.8,3.003,0.799,6219.8,4.562,1,human
5512.7,1020.5,5,0.3644,6,1211.2,3.363,0.878,12136.7,3.705,1,human
5784.2,254.7,4,0.4115,8,1661.5,2.358,0.797,6946.3,4.548,1,human
337.3,103.3,1,0.0598,1,73.3,0.363,0.228,534.5,3.899,0,gpt4
573.5,57.3,1,0.0701,1,139.1,0.606,0.534,316.8,4.232,0,llama
615.6,64.3,2,0.0367,0,142.3,0.698,0.068,397.3,4.152,0,mistral
294.7,61.9,0,0.0487,2,136.8,0.664,0.516,633.4,4.26,0,gemini
425.0,79.4,1,0.2446,2,148.9,0.55,0.147,328.1,3.907,0,mistral
2644.2,540.7,2,0.1317,4,707.9,2.353,0.856,5493.6,4.61,1,human
4763.8,615.2,4,0.4744,6,356.5,1.611,0.27,14948.7,4.769,1,human
4382.8,278.4,9,0.2344,7,2130.6,2.353,0.862,6797.4,2.539,1,human
598.1,42.3,1,0.08,2,141.1,1.761,0.269,874.9,4.006,0,llama
3515.9,96.3,1,0.5769,8,4516.2,2.783,0.711,10208.4,3.262,1,human
309.8,70.2,1,0.1216,0,127.7,0.47,0.135,693.3,4.432,0,claude
4044.5,1612.2,2,0.3147,16,2157.2,3.148,0.512,5655.6,4.047,1,human
5670.5,420.3,18,0.1713,4,840.0,2.928,0.707,8791.3,3.224,1,human
3810.9,751.5,5,0.2532,3,803.7,2.305,0.806,5149.9,4.482,1,human
4417.0,754.8,10,0.208,8,265.3,2.259,0.977,4667.6,3.173,1,human
10311.5,195.8,3,0.2521,7,2786.1,2.744,0.609,6997.6,2.981,1,human
5562.7,248.3,4,0.4402,5,2607.3,3.204,0.644,3000.6,4.67,1,human
8862.7,599.4,10,0.4809,16,1055.6,3.225,0.785,4012.5,3.629,1,human
6487.1,344.6,5,0.2718,3,433.3,2.379,0.805,5545.2,4.46,1,human
6970.1,80.7,4,0.3743,5,1857.8,3.318,0.788,9095.7,4.579,1,human
622.6,98.9,2,0.0842,0,96.5,0.67,0.127,553.3,3.886,0,llama
2981.9,574.3,8,0.5461,7,2070.6,2.285,0.872,7244.8,3.226,1,human
5858.8,936.0,8,0.3164,11,483.7,1.92,0.877,5030.9,4.331,1,human
260.3,69.0,1,0.0438,0,68.8,0.549,0.238,852.7,4.556,0,gpt4
5881.0,1057.9,3,0.2516,8,968.1,3.822,0.8,14946.3,3.92,1,human
2293.1,1762.6,1,0.5508,6,688.8,3.079,0.862,8188.7,3.058,1,human
4855.4,384.3,16,0.2873,2,2532.9,1.816,0.68,6813.7,4.338,1,human
659.5,42.2,2,0.1294,4,211.5,0.371,0.234,599.3,4.142,0,mistral
417.5,51.4,0,0.022,0,137.7,0.709,0.301,300.0,4.457,0,gemini
4754.4,910.9,8,0.1644,11,1220.7,2.227,0.765,11541.7,4.344,1,human
177.7,60.6,0,0.0432,2,169.1,1.018,0.184,492.8,4.158,0,gpt4
521.4,92.4,0,0.0225,0,109.9,0.415,0.277,325.2,3.951,0,gemini
3341.8,269.5,2,0.6596,8,1676.3,3.339,0.918,6570.7,4.032,1,human
322.0,71.9,0,0.3769,5,127.8,0.09,0.245,359.9,4.397,0,gpt4
141.0,59.5,1,0.1248,0,166.0,0.626,0.342,400.6,3.996,0,gemini
3985.8,866.9,6,0.2286,2,2879.5,2.277,0.492,12246.7,4.737,1,human
313.7,105.7,0,0.3062,3,131.1,0.044,0.115,463.9,4.533,0,llama
1431.2,310.8,10,0.2064,11,1414.0,3.66,0.828,9088.3,4.135,1,human
7581.4,762.9,3,0.3615,10,868.7,2.545,0.566,14391.1,3.506,1,human
3144.8,338.5,1,0.3508,1,1391.2,2.201,0.849,6543.8,3.307,1,human
4253.3,173.8,15,0.4106,11,714.7,2.756,0.873,10552.1,2.787,1,human
2663.1,827.3,8,0.4352,14,2191.7,2.988,0.91,4487.7,3.788,1,human
2226.9,496.7,4,0.4295,10,473.8,3.379,0.697,4567.8,4.781,1,human
6826.5,671.1,1,0.3371,11,633.8,2.718,0.72,9694.0,2.605,1,human
4731.9,336.8,6,0.2302,10,2258.2,3.171,0.714,10200.6,2.958,1,human
10332.9,270.6,1,0.4455,11,2143.9,3.153,0.614,6835.1,3.331,1,human
420.2,37.6,1,0.084,0,75.9,0.485,0.28,693.6,4.38,0,gpt4
6410.2,370.4,6,0.2554,8,2136.3,3.626,0.739,8161.5,3.002,1,human
2975.0,540.8,9,0.4142,8,2128.3,2.246,0.868,6350.3,4.732,1,human
5573.0,682.3,5,0.3876,9,1045.6,3.123,0.835,4580.6,4.061,1,human
5976.1,400.9,8,0.1802,11,3379.2,2.769,0.77,7250.4,2.896,1,human
228.8,72.7,0,0.0958,0,54.3,0.452,0.294,604.1,4.257,0,llama
2904.7,278.2,6,0.3365,6,1679.9,2.514,0.735,2590.3,4.779,1,human
3064.2,393.3,3,0.281,3,549.5,2.645,0.674,7286.9,3.431,1,human
3952.4,1771.1,18,0.201,4,1516.3,2.736,0.68,7606.3,4.091,1,human
2425.9,695.9,7,0.2964,9,2446.8,2.179,0.835,7884.7,3.767,1,human
319.9,47.1,2,0.0876,2,200.7,1.011,0.06,676.9,4.082,0,mistral
586.3,54.2,1,0.0965,1,269.4,1.914,0.448,449.7,3.944,0,mistral
257.3,75.5,2,0.1909,0,93.4,0.645,0.051,529.7,4.225,0,gpt4
314.4,91.4,1,0.0636,0,181.3,0.165,0.141,629.2,4.342,0,claude
251.1,87.6,0,0.1186,0,118.2,0.618,0.074,630.2,4.461,0,claude
3269.4,926.4,5,0.5932,7,1205.5,3.421,0.52,8705.2,4.176,1,human
3169.0,446.7,0,0.2899,9,1487.1,2.244,0.812,8127.5,3.411,1,human
5521.4,392.3,4,0.244,9,1358.0,3.346,0.669,4213.0,3.892,1,human
4581.9,500.3,6,0.1708,9,315.6,1.801,0.683,5284.2,4.661,1,human
2192.7,331.5,19,0.4958,8,938.5,3.429,0.8,7102.3,3.849,1,human
4061.1,461.3,7,0.1018,6,1869.4,2.697,0.794,6372.6,3.336,1,human
996.6,89.5,1,0.1221,0,99.8,0.759,0.194,683.4,4.673,0,gemini
5658.9,205.0,12,0.304,11,2222.6,2.87,0.755,7393.1,4.247,1,human
10142.4,237.9,15,0.2608,8,2016.7,3.3,0.824,12410.9,3.477,1,human
171.6,103.5,1,0.1917,2,199.9,0.427,0.118,530.7,4.601,0,claude
392.7,79.3,0,0.0725,1,138.6,0.16,0.232,492.3,4.118,0,gpt4
226.5,48.8,1,0.2552,1,141.7,0.446,0.319,404.9,4.178,0,gemini
1338.3,96.5,0,0.3016,1,229.6,0.371,0.169,586.7,3.712,0,llama
333.3,43.3,0,0.0836,2,137.5,0.512,0.271,517.3,5.042,0,mistral
1332.0,136.3,4,0.1098,9,2802.9,2.098,0.754,14643.2,3.24,1,human
3166.6,398.6,10,0.6591,3,861.7,3.475,0.97,5992.8,4.061,1,human
707.7,129.2,2,0.0439,2,69.8,1.007,0.239,420.1,3.734,0,mistral
2832.7,227.3,19,0.2114,9,1232.2,2.235,0.659,7092.1,3.024,1,human
378.6,63.5,0,0.177,2,78.1,1.422,0.326,690.2,3.839,0,claude
2617.0,148.2,9,0.3145,7,659.5,1.887,0.855,13652.0,3.654,1,human
8414.2,80.0,1,0.3372,10,754.5,2.345,0.928,4536.5,3.253,1,human
160.0,92.1,1,0.0959,2,88.4,0.709,0.364,720.5,3.945,0,gemini
4258.9,382.1,2,0.243,7,3510.7,2.436,0.686,12490.8,4.58,1,human
906.0,58.5,1,0.01,0,61.8,2.101,0.155,532.3,4.306,0,mistral
395.3,90.6,0,0.6455,1,155.4,0.235,0.19,356.9,4.229,0,gpt4
2660.8,1405.9,10,0.2548,7,688.3,2.89,0.78,4109.4,3.455,1,human
6424.3,390.4,1,0.1919,12,264.3,2.427,0.716,6370.9,5.21,1,human
341.4,69.8,0,0.0246,2,54.4,1.166,0.233,329.5,4.187,0,mistral
206.7,65.7,0,0.287,0,75.1,0.469,0.442,633.6,4.293,0,gemini
4569.7,283.3,17,0.1122,9,399.8,1.95,0.757,6855.2,3.782,1,human
336.3,113.1,1,0.2239,0,199.1,0.357,0.1,579.7,4.692,0,gpt4
261.4,45.1,0,0.0787,1,176.0,0.693,0.207,568.4,4.686,0,gpt4
2355.6,187.0,12,0.4445,9,2657.1,3.133,0.445,4309.3,4.142,1,human
3355.0,217.6,8,0.2597,7,478.2,2.921,0.732,5814.5,3.08,1,human
7043.0,1679.6,13,0.3093,4,1040.8,2.381,0.752,5606.9,4.139,1,human
1541.7,503.6,10,0.1628,4,1425.4,3.046,0.878,7879.6,2.739,1,human
4073.5,865.5,8,0.2673,9,1765.1,3.019,0.895,5253.3,3.359,1,human
6162.4,453.1,5,0.1042,3,829.9,2.937,0.795,4001.1,3.606,1,human
460.3,70.7,2,0.0288,0,101.6,0.656,0.125,359.3,4.222,0,claude
381.3,101.2,2,0.1215,2,70.0,1.272,0.384,352.3,4.079,0,llama
563.4,65.8,0,0.4396,1,191.8,1.913,0.019,498.3,4.261,0,llama
2020.6,424.4,6,0.3998,13,1629.2,2.618,0.844,7211.1,4.574,1,human
267.3,52.9,1,0.0675,1,149.1,0.19,0.198,449.9,4.632,0,gpt4
285.8,87.8,1,0.0795,1,121.6,1.724,0.142,555.1,4.425,0,llama
3905.9,502.0,8,0.4734,11,998.3,3.707,0.785,13588.5,3.116,1,human
5352.4,368.8,22,0.1025,10,824.2,1.752,0.801,9226.8,2.525,1,human
3095.6,747.2,0,0.2661,11,2477.4,2.284,0.727,4526.9,4.016,1,human
3035.5,396.3,12,0.3933,7,1100.8,1.911,0.741,8071.6,3.922,1,human
6798.8,1238.1,6,0.2973,9,2044.6,2.616,0.955,4885.9,2.952,1,human
302.2,61.0,0,0.3658,2,222.0,0.7,0.023,596.8,4.521,0,gpt4
2992.3,1216.3,5,0.1525,13,821.6,2.697,0.919,6162.4,4.551,1,human
5121.7,119.2,9,0.3493,7,1973.4,3.175,0.879,7361.5,4.253,1,human
3425.4,359.4,7,0.3622,8,885.1,3.051,0.682,9013.3,3.319,1,human
359.3,73.0,1,0.0073,0,101.7,0.988,0.196,761.0,4.233,0,mistral
500.2,70.5,2,0.0614,2,161.1,2.004,0.368,670.6,4.865,0,llama
4243.8,778.0,4,0.445,9,2528.0,3.503,0.788,6080.9,4.158,1,human
3605.3,199.0,17,0.479,6,2186.0,3.553,0.577,13329.4,3.425,1,human
4121.8,564.5,5,0.367,5,8000.0,2.712,0.764,7096.7,3.466,1,human
351.3,72.1,1,0.0214,3,176.8,0.692,0.162,573.1,4.268,0,gpt4
261.2,51.8,0,0.1983,1,61.6,0.537,0.116,555.2,4.117,0,mistral
3477.8,647.0,3,0.1723,9,559.1,2.651,0.899,6049.5,3.955,1,human
419.8,75.9,1,0.0612,3,138.3,0.496,0.236,476.9,4.038,0,mistral
1272.9,536.9,6,0.154,2,5492.0,3.154,0.798,8636.8,3.798,1,human
4946.3,527.1,5,0.425,6,345.5,1.952,0.768,8040.2,3.382,1,human
9727.6,316.5,2,0.5234,9,752.8,3.238,0.81,5316.4,3.617,1,human
2993.5,901.1,3,0.3428,11,1063.5,2.062,0.73,5974.1,4.475,1,human
308.0,41.8,0,0.1149,1,121.9,0.458,0.249,513.1,4.361,0,mistral
294.5,75.8,1,0.0575,2,173.1,0.279,0.064,371.6,3.874,0,mistral
1950.7,467.4,4,0.4691,11,563.5,2.118,0.781,3870.2,3.897,1,human
6552.2,560.7,14,0.2447,9,3166.3,3.453,0.405,5557.4,3.854,1,human
1516.2,1146.4,13,0.3658,8,256.8,2.641,0.922,4543.9,3.951,1,human
392.5,88.4,1,0.0762,0,125.5,0.395,0.155,582.8,4.663,0,gemini
4584.9,1945.3,9,0.3185,7,2567.1,2.21,0.93,5880.9,2.906,1,human
285.8,91.8,0,0.0704,0,75.6,0.462,0.543,339.2,4.358,0,gpt4
229.3,64.5,1,0.0177,0,170.7,0.433,0.33,505.4,4.721,0,llama
326.8,99.3,2,0.0268,1,87.8,0.272,0.202,355.5,3.997,0,claude
8645.3,332.7,6,0.096,4,2584.9,2.034,0.802,6860.9,3.586,1,human
6985.9,634.7,2,0.4573,8,1531.5,2.302,0.884,5118.5,3.117,1,human
1897.8,483.9,10,0.2526,11,754.5,2.675,0.827,7596.4,2.684,1,human
180.7,160.8,1,0.0129,1,176.6,0.471,0.259,300.0,4.362,0,gpt4
480.4,51.6,2,0.2004,0,104.8,0.554,0.071,578.4,4.393,0,claude
5835.0,449.8,19,0.2722,7,1085.3,2.871,0.794,6635.1,3.283,1,human
7927.7,182.8,3,0.3386,7,1737.4,3.065,0.66,6613.0,4.912,1,human
1069.0,1115.5,8,0.2979,7,572.4,2.784,0.716,4504.5,3.553,1,human
200.1,70.2,1,0.3193,1,149.5,1.419,0.329,574.8,4.867,0,gpt4
2466.7,781.0,2,0.2839,12,2828.6,1.823,0.731,10787.4,3.363,1,human
339.2,62.6,1,0.0264,0,153.2,1.356,0.294,616.2,4.173,0,llama
1043.9,46.2,1,0.1373,2,90.0,2.258,0.127,906.2,4.777,0,llama
5846.8,599.7,15,0.1898,4,1994.6,2.544,0.959,5140.4,3.826,1,human
1882.4,677.9,5,0.0547,9,511.0,1.402,0.824,4255.0,4.273,1,human
786.1,50.6,0,0.0525,0,79.9,1.372,0.281,626.9,4.233,0,gemini
354.4,90.4,0,0.0154,1,59.8,0.266,0.445,597.1,4.475,0,gemini
6079.7,888.3,12,0.4564,9,3822.0,2.021,0.889,10788.0,3.135,1,human
361.3,50.0,1,0.0914,3,64.8,0.505,0.207,546.3,4.277,0,llama
1581.9,296.3,5,0.2333,9,3459.5,2.328,0.408,9412.9,4.408,1,human
4701.4,408.2,9,0.2428,9,1940.1,3.166,0.495,5795.8,4.398,1,human
6471.8,638.1,5,0.2919,11,924.8,1.216,0.706,6957.8,4.464,1,human
5524.6,222.5,8,0.1934,10,1265.0,3.021,0.859,11116.7,4.213,1,human
157.5,94.8,1,0.1129,0,145.4,0.937,0.092,691.9,4.579,0,gpt4
440.6,57.6,1,0.1398,0,118.9,0.692,0.261,444.9,3.876,0,llama
4267.0,298.0,5,0.1513,5,4598.6,3.198,0.813,15627.6,3.647,1,human
591.1,66.5,4,0.1707,0,122.7,0.867,0.358,310.2,3.785,0,gpt4
205.4,66.5,0,0.0378,0,119.7,0.431,0.177,300.0,4.255,0,claude
4927.0,628.6,3,0.4067,6,922.3,2.91,0.801,5729.9,3.088,1,human
159.9,58.5,1,0.0757,0,146.8,0.507,0.248,549.2,4.099,0,claude
8682.1,1038.6,2,0.1587,8,833.0,3.287,0.801,3470.2,3.378,1,human
3307.5,492.7,0,0.0972,7,2920.7,3.474,0.725,7776.8,4.24,1,human
339.2,100.7,1,0.0212,0,191.8,1.779,0.184,739.9,4.072,0,gpt4
2371.2,643.1,8,0.4616,6,762.6,2.152,0.616,5813.5,4.032,1,human
394.5,77.2,0,0.1654,2,81.9,0.436,0.377,770.4,4.335,0,gpt4
3112.1,510.0,13,0.1792,7,694.5,2.155,0.788,7501.1,4.176,1,human
5624.2,580.7,8,0.3091,6,1527.3,3.333,0.503,6421.2,4.256,1,human
523.2,41.6,0,0.0095,0,171.6,1.072,0.523,300.0,4.778,0,llama
4292.4,405.4,7,0.2554,11,589.3,3.147,0.633,5551.0,3.728,1,human
4260.4,1214.3,6,0.103,8,662.2,3.449,0.557,4179.6,4.092,1,human
3465.1,325.8,6,0.1526,5,601.5,2.096,0.866,8935.0,4.519,1,human
2685.9,436.7,5,0.5194,9,1446.4,1.601,0.847,3553.4,3.159,1,human
2430.8,371.2,1,0.4036,11,347.4,2.815,0.616,5331.2,4.025,1,human
8424.9,244.1,6,0.4988,8,1150.1,3.114,0.871,5986.4,4.449,1,human
2398.0,299.5,3,0.0612,4,584.6,2.454,0.824,5258.7,3.724,1,human
927.5,44.4,1,0.0827,1,83.8,0.605,0.14,531.0,3.774,0,mistral
9084.3,247.3,1,0.5143,9,488.2,2.095,0.556,9520.2,3.963,1,human
5117.9,341.7,8,0.076,14,1115.8,2.956,0.911,12751.9,4.493,1,human
295.6,73.5,1,0.2691,2,211.7,0.091,0.059,562.9,4.549,0,claude
3213.0,1194.2,14,0.5533,15,548.4,2.689,0.646,9434.3,3.829,1,human
337.1,80.7,0,0.0394,0,98.6,0.396,0.309,439.5,4.012,0,llama
508.2,41.1,0,0.0681,1,111.3,0.134,0.075,364.7,4.691,0,gpt4
447.8,103.2,0,0.1632,3,116.8,0.543,0.122,369.8,4.148,0,gpt4
3712.1,1045.6,5,0.1255,6,1281.1,2.091,0.722,10842.1,4.426,1,human
4406.9,487.5,3,0.4405,7,1647.0,3.461,0.936,10534.9,3.678,1,human
427.2,72.4,0,0.12,1,116.2,0.551,0.274,602.9,4.552,0,gpt4
2314.2,1062.3,6,0.146,3,6912.2,2.281,0.891,7541.6,4.335,1,human
5603.0,163.8,7,0.7619,10,1033.0,3.389,0.555,10773.5,4.647,1,human
3446.9,301.6,5,0.3234,13,2831.8,2.879,0.441,3395.4,3.142,1,human
2890.3,390.5,1,0.5354,7,638.7,2.112,0.869,9575.7,3.229,1,human
1796.6,301.4,4,0.5366,8,2135.7,2.934,0.679,7665.6,3.482,1,human
5948.6,658.0,6,0.5096,8,1495.9,2.009,0.796,11965.5,2.453,1,human
449.9,50.8,3,0.117,0,81.5,0.914,0.217,485.1,4.13,0,llama
6500.5,224.6,1,0.3395,6,621.0,3.315,0.462,10735.2,3.602,1,human
7125.3,661.9,5,0.1502,7,1702.2,2.151,0.587,5752.8,4.591,1,human
249.9,59.0,1,0.0171,1,119.5,0.266,0.069,358.1,4.073,0,gpt4
2142.1,1032.4,3,0.3132,8,1169.3,2.352,0.82,4154.7,3.091,1,human
354.1,55.6,1,0.0585,1,160.5,0.699,0.052,486.2,4.264,0,mistral
5277.9,678.7,8,0.3857,10,249.1,3.058,0.574,5419.8,3.384,1,human
2369.4,1010.8,16,0.5084,7,480.1,2.232,0.769,5705.2,3.203,1,human
179.4,50.4,0,0.0673,2,189.7,0.552,0.226,422.9,4.249,0,claude
3015.6,679.1,12,0.2774,4,385.0,2.696,0.688,5315.6,4.224,1,human
272.6,52.7,0,0.2433,0,72.5,1.438,0.185,378.3,4.37,0,claude
235.7,87.5,0,0.1197,2,78.3,0.296,0.215,550.6,4.208,0,claude
3241.3,443.4,10,0.1284,6,3215.4,2.769,0.669,3210.8,3.439,1,human
10746.8,211.4,11,0.2743,9,651.6,3.073,0.724,3552.7,4.363,1,human
443.1,86.2,1,0.022,3,177.9,0.893,0.41,817.3,4.78,0,llama
4582.2,1021.8,7,0.3561,13,1086.8,2.659,0.874,4340.3,3.384,1,human
10453.7,735.2,6,0.4788,10,1689.3,2.699,0.587,8154.8,4.699,1,human
287.0,64.5,1,0.2209,0,100.2,0.901,0.124,430.7,4.374,0,llama
3015.6,122.5,7,0.3691,9,2354.8,1.686,0.635,2836.2,3.723,1,human
8322.9,559.1,5,0.2909,10,1777.1,2.583,0.905,5949.8,3.815,1,human
356.7,80.5,2,0.0182,1,173.2,0.432,0.142,545.5,3.975,0,mistral
282.5,45.2,0,0.3656,0,103.9,0.265,0.341,555.6,4.213,0,gpt4
2292.2,248.7,2,0.2248,8,1666.2,2.381,0.645,4364.5,4.562,1,human
201.3,73.3,1,0.0647,2,219.0,0.909,0.323,359.3,4.463,0,mistral
5906.0,498.2,6,0.21,5,1230.3,1.85,0.861,5942.4,3.161,1,human
4555.6,364.2,9,0.3586,6,696.9,1.586,0.872,4977.7,3.497,1,human
221.2,64.2,0,0.0472,0,101.2,0.615,0.365,516.1,4.866,0,claude
3483.1,237.0,6,0.2558,16,3980.2,3.519,0.676,11331.6,3.964,1,human
5509.2,742.6,5,0.1471,12,1488.8,2.759,0.753,4702.9,3.895,1,human
401.2,67.0,1,0.1347,1,222.3,1.236,0.375,483.9,4.024,0,gpt4
513.5,35.4,1,0.0939,1,83.1,0.747,0.117,523.9,4.195,0,llama
5023.6,836.9,9,0.2226,10,3046.7,3.145,0.696,8469.4,3.177,1,human
185.3,48.9,0,0.0703,0,209.8,0.384,0.115,543.7,4.142,0,claude
256.5,53.8,0,0.1001,3,231.5,0.136,0.188,385.6,4.879,0,claude
434.4,40.0,0,0.1057,1,144.6,0.236,0.209,644.6,4.075,0,claude
1726.4,669.7,11,0.1554,8,3596.4,3.257,0.545,6528.3,3.058,1,human
900.9,49.5,1,0.3067,1,103.3,1.33,0.117,682.1,4.235,0,gemini
1632.0,485.4,9,0.3146,6,3906.1,1.965,0.857,5564.2,3.725,1,human
356.4,56.6,1,0.0574,1,164.7,0.913,0.185,535.8,4.332,0,gemini
179.4,53.9,2,0.1344,2,95.4,1.174,0.175,438.4,4.708,0,gpt4
384.9,75.7,1,0.1565,2,131.6,0.692,0.226,313.7,4.297,0,gemini
442.4,67.0,2,0.1369,0,129.6,0.964,0.1,481.9,4.096,0,mistral
4875.8,475.0,5,0.5327,15,490.2,2.866,0.833,7322.8,4.938,1,human
1753.3,406.9,7,0.3028,12,1235.8,2.017,0.772,6194.5,3.931,1,human
304.0,84.5,2,0.0769,3,81.8,0.392,0.071,341.9,3.478,0,gemini
2814.0,172.4,12,0.1478,8,2492.2,3.06,0.929,7470.4,3.328,1,human
667.4,32.4,1,0.0808,2,170.7,0.609,0.118,531.9,4.302,0,llama
6483.4,501.7,6,0.7026,10,700.9,3.402,0.696,9703.6,3.73,1,human
1489.5,376.5,7,0.2233,10,5318.2,2.304,0.637,7237.0,3.588,1,human
5223.7,919.6,4,0.2808,7,1065.3,2.992,0.372,5815.7,5.302,1,human
5093.6,1245.2,10,0.2528,12,678.4,3.077,0.867,4618.0,4.393,1,human
4076.7,498.1,1,0.336,10,1908.2,2.409,0.774,9536.8,3.953,1,human
281.0,68.5,0,0.0154,3,284.5,0.273,0.399,414.5,4.619,0,gpt4
5099.0,834.2,6,0.3942,9,526.2,2.024,0.662,4285.7,3.084,1,human
365.3,60.5,0,0.1003,2,104.0,0.152,0.038,584.0,4.449,0,claude
4273.3,803.6,11,0.7889,9,2769.4,2.594,0.765,4091.5,3.8,1,human
2121.3,700.6,12,0.1096,12,952.3,2.269,0.888,10051.8,3.921,1,human
2612.3,573.3,0,0.4767,10,1177.6,3.099,0.755,8700.5,3.953,1,human
209.6,59.0,0,0.2659,0,119.4,0.501,0.256,527.8,4.569,0,claude
2906.4,931.3,5,0.3553,9,925.8,1.532,0.873,17726.2,3.905,1,human
1420.9,966.7,2,0.2301,7,394.7,2.615,0.648,7449.5,2.599,1,human
1990.8,134.4,11,0.2191,10,1035.8,3.358,0.796,7694.7,3.648,1,human
4773.7,910.2,3,0.145,10,8000.0,3.133,0.689,10761.3,3.587,1,human
5158.3,256.2,8,0.4841,5,834.3,2.215,0.79,8762.9,4.219,1,human
5217.0,397.7,6,0.2209,9,1608.2,2.515,0.696,8824.0,3.666,1,human
208.5,51.0,1,0.0087,0,228.3,0.664,0.363,300.0,4.17,0,mistral
3552.8,412.4,7,0.207,5,769.8,2.86,0.853,9795.2,3.852,1,human
226.2,98.1,0,0.1297,2,134.3,0.755,0.251,423.1,3.831,0,gpt4
337.7,76.0,1,0.1199,1,159.1,0.411,0.238,763.1,4.461,0,gpt4
3871.7,482.9,9,0.2411,7,397.2,2.841,0.776,6353.8,3.64,1,human
3899.7,480.6,7,0.6016,6,3460.2,3.347,0.772,5283.4,3.629,1,human
12030.8,1308.6,8,0.2727,6,2016.6,3.701,0.755,5234.7,3.432,1,human
3390.2,358.2,8,0.4732,10,649.9,3.563,0.64,3437.7,5.339,1,human
5537.5,483.1,0,0.3,11,1702.6,2.982,0.87,5001.4,4.081,1,human
4224.0,432.8,5,0.2347,7,1159.2,2.549,0.676,2604.0,4.014,1,human
374.5,53.8,1,0.1272,2,159.8,1.146,0.203,300.0,3.887,0,mistral
2621.3,1378.4,1,0.2512,6,1505.1,2.51,0.547,8845.6,3.141,1,human
2343.7,497.0,11,0.5479,8,441.0,3.369,0.767,5700.5,3.86,1,human
4751.2,823.5,30,0.5417,4,1401.5,3.124,0.475,9477.1,3.236,1,human
6367.3,776.5,7,0.2792,13,3043.0,3.12,0.9,8700.9,2.697,1,human
2914.5,845.0,7,0.2683,4,1817.9,2.653,0.861,4960.2,4.143,1,human
4164.2,324.2,9,0.5134,7,2487.7,1.954,0.89,6185.0,3.667,1,human
2658.5,306.3,5,0.2721,6,2158.6,2.378,0.921,10971.7,3.888,1,human
307.6,82.3,1,0.4375,0,146.0,0.814,0.254,427.4,4.131,0,mistral
7180.0,175.2,16,0.4522,8,494.6,1.639,0.732,10344.4,4.017,1,human
320.8,63.3,1,0.2067,2,53.9,0.521,0.236,642.7,4.583,0,mistral
